Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,RHR,RHR 1 Day,RHR Change,RHR 2 Day,RHR 3 Day,RHR 4 Day,Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
10/7/2019,"3,181","10,605",4.87,2,597,206,8,53,"1,548",54,52,-2,52,53,54,2019-10-06 9:57PM,2019-10-07 7:33AM,481,95,22,576,102,266,113
10/8/2019,"3,335","12,019",7.21,5,615,145,9,74,"1,623",52,52,0,53,54,55,2019-10-07 9:33PM,2019-10-08 7:30AM,517,80,25,597,120,277,120
10/9/2019,"2,576","3,239",1.5,5,665,170,6,4,803,52,53,1,54,55,55,2019-10-08 9:56PM,2019-10-09 7:51AM,481,114,35,595,86,292,103
10/10/2019,"3,093","8,289",3.82,2,628,156,16,64,"1,406",53,54,1,55,55,54,2019-10-09 10:46PM,2019-10-10 8:22AM,502,74,20,576,87,295,120
10/11/2019,"4,396","3,121",1.17,8,497,138,18,176,"2,785",54,55,1,55,54,54,2019-10-10 9:36PM,2019-10-11 7:48AM,548,63,30,611,138,287,123
10/12/2019,"3,249","10,132",4.68,6,610,259,18,41,"1,673",55,55,0,54,54,53,2019-10-11 10:03PM,2019-10-12 6:35AM,426,86,21,512,159,163,104
10/13/2019,"2,492","3,680",1.71,9,727,133,7,14,698,55,54,-1,54,53,55,2019-10-12 10:29PM,2019-10-13 7:49AM,476,83,22,559,121,243,112
10/14/2019,"3,481","12,896",8.08,1,660,138,24,85,"1,824",54,54,0,53,55,55,2019-10-13 10:24PM,2019-10-14 7:18AM,476,57,23,533,145,212,119
10/15/2019,"2,940","6,943",2.79,11,624,206,18,27,"1,280",54,53,-1,55,55,54,2019-10-14 10:37PM,2019-10-15 8:02AM,482,83,29,565,65,304,113
10/16/2019,"3,513","12,482",7.89,14,692,152,9,87,"1,807",53,55,2,55,54,54,2019-10-15 10:57PM,2019-10-16 7:17AM,432,68,22,500,87,274,71
10/17/2019,"2,629","4,664",2.16,5,681,195,0,0,855,55,55,0,54,54,53,2019-10-16 10:53PM,2019-10-17 8:17AM,501,63,27,564,119,283,99
10/18/2019,"2,863","6,821",3.17,6,655,230,20,6,"1,210",55,54,-1,54,53,54,2019-10-17 11:15PM,2019-10-18 8:04AM,455,74,26,529,118,245,92
10/19/2019,"3,317","10,652",4.91,8,706,174,24,83,"1,700",54,54,0,53,54,55,2019-10-18 11:07PM,2019-10-19 6:40AM,394,59,25,453,76,234,84
10/20/2019,"2,379","2,260",1.05,6,692,155,0,0,591,54,53,-1,54,55,55,2019-10-19 10:51PM,2019-10-20 8:44AM,537,56,28,593,119,295,123
10/21/2019,"3,436","12,443",5.2,24,730,208,8,79,"1,805",53,54,1,55,55,56,2019-10-21 1:11AM,2019-10-21 8:07AM,371,44,20,415,95,181,95
10/22/2019,"3,356","7,662",2.86,5,710,183,14,68,"1,660",54,55,1,55,56,56,2019-10-22 12:15AM,2019-10-22 8:00AM,397,68,16,465,77,230,90
10/23/2019,"2,946","4,582",1.63,1,740,121,13,51,"1,161",55,55,0,56,56,56,2019-10-22 11:54PM,2019-10-23 8:29AM,449,66,24,515,107,276,66
10/24/2019,"3,593","11,058",5.74,8,548,202,24,81,"1,882",55,56,1,56,56,54,2019-10-23 10:19PM,2019-10-24 8:04AM,517,68,29,585,118,269,130
10/25/2019,"3,208","11,314",6.14,8,674,198,2,52,"1,513",56,56,0,56,54,54,2019-10-25 12:00AM,2019-10-25 8:34AM,446,68,26,514,94,255,97
10/26/2019,"3,583","13,389",7.72,5,770,180,18,81,"1,930",56,56,0,54,54,54,2019-10-26 12:55AM,2019-10-26 7:26AM,345,46,20,391,87,167,91
10/27/2019,"2,646","4,364",2.03,9,778,151,32,10,921,56,54,-2,54,54,54,2019-10-26 11:52PM,2019-10-27 7:42AM,424,45,19,469,150,151,123
10/28/2019,"3,527","13,226",7.56,11,524,214,14,72,"1,911",54,54,0,54,54,54,2019-10-27 10:09PM,2019-10-28 8:25AM,521,95,20,616,112,290,119
10/29/2019,"4,084","17,208",8.81,4,548,208,51,121,"2,586",54,54,0,54,54,54,2019-10-28 11:45PM,2019-10-29 8:17AM,454,58,21,512,130,210,114
10/30/2019,"3,833","12,750",6.57,12,622,201,34,94,"2,255",54,54,0,54,54,53,2019-10-29 11:14PM,2019-10-30 7:23AM,429,60,16,489,110,234,85
10/31/2019,"3,811","16,851",9.99,6,619,142,41,105,"2,204",54,54,0,54,53,53,2019-10-30 11:11PM,2019-10-31 8:04AM,476,57,26,533,109,266,101
11/1/2019,"3,335","10,181",4.7,6,614,217,21,58,"1,667",54,54,0,53,53,54,2019-10-31 11:05PM,2019-11-01 7:55AM,467,63,26,530,106,276,85
11/2/2019,"2,742","6,464",2.94,15,654,182,14,25,"1,041",54,53,-1,53,54,53,2019-11-01 10:55PM,2019-11-02 8:20AM,494,71,27,565,133,276,85
11/3/2019,"2,773","5,028",2.33,12,756,203,7,7,"1,004",53,53,0,54,53,53,2019-11-02 10:48PM,2019-11-03 6:35AM,413,54,21,467,96,211,106
11/4/2019,"4,335","13,887",8.1,1,571,190,68,122,"2,804",53,54,1,53,53,54,2019-11-03 10:38PM,2019-11-04 6:48AM,429,60,23,489,103,233,93
11/5/2019,"3,023","8,638",4.04,6,645,211,9,45,"1,353",54,53,-1,53,54,53,2019-11-04 10:07PM,2019-11-05 6:57AM,473,57,20,530,145,219,109
11/6/2019,"3,206","8,918",4.14,15,702,205,21,44,"1,485",53,53,0,54,53,53,2019-11-05 11:11PM,2019-11-06 6:59AM,416,52,19,468,92,227,97
11/7/2019,"2,821","7,750",2.73,14,660,181,7,38,"1,129",53,54,1,53,53,52,2019-11-06 10:30PM,2019-11-07 7:44AM,481,73,21,554,108,277,96
11/8/2019,"2,736","7,784",3.93,0,720,134,1,44,998,54,53,-1,53,52,51,2019-11-07 9:51PM,2019-11-08 6:52AM,472,69,20,541,126,193,153
11/9/2019,"3,019","7,625",3.47,19,703,202,18,29,"1,349",53,53,0,52,51,52,2019-11-08 11:00PM,2019-11-09 7:08AM,426,62,21,488,73,263,90
11/10/2019,"2,629","4,530",2.1,12,671,178,1,8,851,53,52,-1,51,52,53,2019-11-09 9:49PM,2019-11-10 7:31AM,531,51,27,582,112,340,79
11/11/2019,"2,759","4,335",2.01,4,697,206,18,3,"1,007",52,51,-1,52,53,54,2019-11-10 10:25PM,2019-11-11 7:02AM,450,66,26,516,92,288,70
11/12/2019,"3,035","5,253",2.44,7,676,218,38,14,"1,333",51,52,1,53,54,55,2019-11-11 11:32PM,2019-11-12 7:46AM,447,47,19,494,106,245,96
11/13/2019,"2,591","2,384",1.11,6,739,180,0,0,719,52,53,1,54,55,55,2019-11-12 11:26PM,2019-11-13 8:07AM,463,58,23,521,94,274,95
11/14/2019,"3,543","12,965",6.99,22,637,163,12,85,"1,866",53,54,1,55,55,54,2019-11-13 11:26PM,2019-11-14 8:29AM,484,59,30,543,113,259,112
11/15/2019,"3,712","12,255",6.91,2,611,233,21,69,"2,100",54,55,1,55,54,54,2019-11-14 11:38PM,2019-11-15 8:04AM,445,61,20,506,95,262,88
11/16/2019,"2,828","7,078",3.29,15,636,181,10,31,"1,120",55,55,0,54,54,53,2019-11-15 10:37PM,2019-11-16 8:19AM,520,62,28,582,133,280,107
11/17/2019,"2,933","7,005",3.25,11,767,203,10,31,"1,228",55,54,-1,54,53,54,2019-11-17 12:42AM,2019-11-17 7:51AM,395,34,18,429,103,180,112
11/18/2019,"3,039","6,973",3.24,16,747,162,27,56,"1,382",54,54,0,53,54,54,2019-11-18 12:00AM,2019-11-18 7:28AM,400,48,13,448,108,204,88
11/19/2019,"2,688","3,707",1.72,12,746,93,14,37,851,54,53,-1,54,54,55,2019-11-18 10:07PM,2019-11-19 7:17AM,455,95,20,550,78,281,96
11/20/2019,"2,580","4,414",2.05,9,650,173,9,8,831,53,54,1,54,55,54,2019-11-19 10:46PM,2019-11-20 7:17AM,463,48,22,511,102,257,104
11/21/2019,"2,484","3,289",1.53,9,806,166,4,6,738,54,54,0,55,54,54,2019-11-20 8:21PM,2019-11-21 7:02AM,479,162,19,641,84,212,96
11/22/2019,"2,666","3,988",1.85,9,677,208,0,0,897,54,55,1,54,54,53,2019-11-21 10:23PM,2019-11-22 7:38AM,471,84,20,555,143,194,134
11/23/2019,"2,928","8,665",4.02,26,656,211,7,27,"1,265",55,54,-1,54,53,54,2019-11-22 10:49PM,2019-11-23 7:48AM,493,46,26,539,96,276,121
11/24/2019,"2,671","4,496",2.09,12,675,187,10,12,930,54,54,0,53,54,55,2019-11-23 10:35PM,2019-11-24 7:51AM,475,81,31,556,159,232,84
11/25/2019,"3,058","7,699",3.57,17,621,208,14,34,"1,413",54,53,-1,54,55,57,2019-11-24 10:26PM,2019-11-25 7:50AM,516,47,26,563,118,311,87
11/26/2019,"2,731","4,790",2.22,4,664,169,10,16,975,53,54,1,55,57,57,2019-11-25 10:04PM,2019-11-26 7:45AM,514,67,25,581,149,239,126
11/27/2019,"3,050","6,254",2.9,12,661,224,19,25,"1,381",54,55,1,57,57,57,2019-11-26 11:20PM,2019-11-27 7:51AM,464,47,20,511,147,196,121
11/28/2019,"3,098","6,169",2.86,4,701,191,70,8,"1,434",55,57,2,57,57,57,2019-11-27 11:57PM,2019-11-28 7:47AM,409,61,20,470,88,223,98
11/29/2019,"3,230","11,386",5.25,3,567,241,14,63,"1,658",57,57,0,57,57,57,2019-11-28 10:33PM,2019-11-29 7:49AM,493,62,25,555,102,294,97
11/30/2019,"3,509","11,764",5.43,4,675,197,17,88,"1,873",57,57,0,57,57,57,2019-11-29 11:27PM,2019-11-30 7:10AM,422,41,15,463,110,201,111
12/1/2019,"2,693","5,752",2.66,14,719,211,0,0,980,57,57,0,57,57,57,2019-11-30 11:16PM,2019-12-01 7:46AM,461,49,20,510,108,232,121
12/2/2019,"3,346","13,050",6.41,5,675,183,5,79,"1,625",57,57,0,57,57,57,2019-12-01 10:29PM,2019-12-02 6:47AM,454,44,19,498,126,208,120
12/3/2019,"3,322","12,576",5.75,4,652,191,6,71,"1,608",57,57,0,57,57,56,2019-12-02 11:02PM,2019-12-03 7:43AM,449,71,19,520,73,275,101
12/4/2019,"3,279","13,046",6.5,5,666,152,7,82,"1,557",57,57,0,57,56,55,2019-12-03 10:45PM,2019-12-04 7:38AM,489,44,23,533,153,223,113
12/5/2019,"3,209","12,577",5.76,6,671,185,6,73,"1,522",57,57,0,56,55,54,2019-12-04 11:01PM,2019-12-05 7:26AM,453,52,15,505,128,243,82
12/6/2019,"2,453","2,852",1.32,3,752,174,0,0,648,57,56,-1,55,54,55,2019-12-05 10:46PM,2019-12-06 7:20AM,455,59,18,514,107,201,147
12/7/2019,"2,993","7,213",3.35,2,654,318,11,1,"1,401",56,55,-1,54,55,55,2019-12-06 11:22PM,2019-12-07 6:58AM,408,48,15,456,95,228,85
12/8/2019,"2,741","6,610",3.07,13,683,201,9,4,"1,024",55,54,-1,55,55,56,2019-12-07 11:00PM,2019-12-08 8:03AM,474,69,28,543,125,225,124
12/9/2019,"3,529","13,426",7.24,6,589,208,6,80,"1,836",54,55,1,55,56,55,2019-12-08 10:22PM,2019-12-09 7:39AM,507,50,24,557,115,246,146
12/10/2019,"2,719","4,711",2.18,8,679,214,0,0,948,55,55,0,56,55,55,2019-12-09 10:26PM,2019-12-10 7:34AM,497,50,20,547,130,231,136
12/11/2019,"3,478","13,279",6.11,5,591,228,6,73,"1,789",55,56,1,55,55,54,2019-12-10 10:11PM,2019-12-11 7:14AM,474,68,27,542,110,255,109
12/12/2019,"3,482","15,110",6.92,5,586,213,58,59,"1,865",56,55,-1,55,54,53,2019-12-11 11:09PM,2019-12-12 7:54AM,468,56,22,524,100,258,110
12/13/2019,"3,586","15,461",7.47,4,519,207,18,102,"1,987",55,55,0,54,53,53,2019-12-12 10:09PM,2019-12-13 8:03AM,498,96,28,594,97,265,136
12/14/2019,"2,848","5,836",2.71,3,589,295,0,0,"1,219",55,54,-1,53,53,55,2019-12-13 11:18PM,2019-12-14 8:34AM,475,81,21,556,71,284,120
12/15/2019,"2,593","4,479",2.08,11,737,175,5,12,840,54,53,-1,53,55,55,2019-12-14 11:19PM,2019-12-15 7:50AM,457,54,19,511,120,245,92
12/16/2019,"3,945","20,032",9.18,6,519,199,9,142,"2,333",53,53,0,55,55,55,2019-12-15 10:01PM,2019-12-16 7:32AM,507,64,23,571,100,284,123
12/17/2019,"3,580","13,975",6.43,2,626,194,3,92,"1,863",53,55,2,55,55,56,2019-12-16 10:59PM,2019-12-17 7:44AM,473,52,26,525,98,251,124
12/18/2019,"3,365","12,874",5.94,5,637,204,12,74,"1,646",55,55,0,55,56,56,2019-12-17 10:38PM,2019-12-18 7:12AM,447,66,24,513,79,279,89
12/19/2019,"3,217","12,565",5.81,6,623,198,26,52,"1,531",55,55,0,56,56,56,2019-12-18 11:13PM,2019-12-19 8:14AM,485,56,25,541,122,244,119
12/20/2019,"2,888","6,384",2.9,6,693,224,6,5,"1,117",55,56,1,56,56,57,2019-12-19 11:11PM,2019-12-20 7:43AM,436,76,21,512,111,225,100
12/21/2019,"2,857","6,709",3.11,8,"1,212",190,18,20,"1,122",56,56,0,56,57,58,,,,,,,,,
12/22/2019,"2,621","4,241",1.97,8,692,206,0,0,869,56,56,0,57,58,56,2019-12-21 10:40PM,2019-12-22 7:42AM,482,60,24,542,114,274,94
12/23/2019,"2,961","9,253",4.27,4,667,178,1,50,"1,217",56,57,1,58,56,57,2019-12-22 10:31PM,2019-12-23 7:35AM,485,59,24,544,99,250,136
12/24/2019,"3,373","13,364",6.16,4,655,259,4,72,"1,771",57,58,1,56,57,57,2019-12-24 12:27AM,2019-12-24 7:57AM,391,59,19,450,65,209,117
12/25/2019,"3,448","13,313",6.14,6,585,312,3,74,"1,930",58,56,-2,57,57,57,2019-12-24 10:41PM,2019-12-25 6:27AM,426,40,17,466,102,238,86
12/26/2019,"3,691","15,632",7.28,12,622,162,20,120,"2,063",56,57,1,57,57,58,2019-12-26 12:05AM,2019-12-26 8:42AM,463,53,20,516,117,219,127
12/27/2019,"3,505","14,650",6.62,4,573,233,3,87,"1,866",57,57,0,57,58,58,2019-12-26 11:14PM,2019-12-27 8:18AM,473,71,31,544,73,287,113
12/28/2019,"2,783","5,093",2.36,5,672,257,0,0,"1,099",57,57,0,58,58,59,2019-12-27 11:44PM,2019-12-28 8:15AM,453,58,25,511,94,263,96
12/29/2019,"2,715","5,350",2.48,6,746,204,3,4,937,57,58,1,58,59,59,2019-12-29 12:06AM,2019-12-29 8:09AM,431,52,23,483,82,232,117
12/30/2019,"2,801","4,814",2.25,1,669,209,4,14,"1,089",58,58,0,59,59,58,2019-12-29 11:30PM,2019-12-30 8:34AM,477,67,29,544,77,275,125
12/31/2019,"3,118","9,640",4.45,5,639,238,2,52,"1,431",58,59,1,59,58,58,2019-12-31 12:32AM,2019-12-31 9:02AM,442,67,32,509,67,237,138
1/1/2020,"2,947","5,171",2.4,10,651,224,20,14,"1,216",59,59,0,58,58,57,2020-01-01 11:38PM,2020-01-02 8:51AM,461,92,33,553,62,322,77
1/2/2020,"2,767","5,469",2.54,1,669,191,19,8,"1,022",59,58,-1,58,57,57,2020-01-01 12:36AM,2020-01-01 9:27AM,461,70,28,531,69,282,110
1/3/2020,"3,494","12,937",5.97,4,575,256,3,75,"1,879",58,58,0,57,57,56,2020-01-02 11:39PM,2020-01-03 8:30AM,479,52,28,531,131,210,138
1/4/2020,"3,583","13,773",6.84,3,582,290,3,67,"2,027",58,57,-1,57,56,57,2020-01-04 10:51PM,2020-01-05 8:52AM,536,65,20,601,87,334,115
1/5/2020,"3,002","10,033",4.63,12,615,157,9,58,"1,283",57,57,0,56,57,57,2020-01-04 12:58AM,2020-01-04 9:17AM,458,40,21,498,87,267,104
1/6/2020,"3,389","13,843",7.23,6,644,127,7,94,"1,637",57,56,-1,57,57,57,2020-01-05 10:18PM,2020-01-06 7:47AM,508,60,25,568,119,282,107
1/7/2020,"3,499","15,024",6.92,6,657,161,4,105,"1,782",56,57,1,57,57,56,2020-01-06 11:09PM,2020-01-07 7:42AM,445,68,18,513,108,186,151
1/8/2020,"3,221","12,955",5.96,11,612,175,3,83,"1,537",57,57,0,57,56,56,2020-01-07 10:57PM,2020-01-08 8:24AM,502,65,25,567,66,324,112
1/9/2020,"3,286","13,246",6.1,5,646,160,5,90,"1,543",57,57,0,56,56,56,2020-01-08 11:19PM,2020-01-09 8:18AM,470,69,25,539,82,267,121
1/10/2020,"3,238","13,005",5.99,6,616,163,5,89,"1,538",57,56,-1,56,56,56,2020-01-09 11:01PM,2020-01-10 8:28AM,512,55,23,567,136,266,110
1/11/2020,"3,165","12,836",5.88,12,658,129,11,92,"1,464",56,56,0,56,56,57,2020-01-10 11:17PM,2020-01-11 8:28AM,495,55,22,550,129,257,109
1/12/2020,"3,331","14,046",6.48,10,581,181,20,87,"1,709",56,56,0,56,57,56,2020-01-11 10:55PM,2020-01-12 8:27AM,494,77,28,571,136,222,136
1/13/2020,"3,790","15,399",9.15,7,606,165,10,97,"2,098",56,56,0,57,56,57,2020-01-12 10:23PM,2020-01-13 7:45AM,489,73,24,562,97,291,101
1/14/2020,"3,508","13,427",7.28,4,596,187,4,82,"1,815",56,57,1,56,57,56,2020-01-13 10:37PM,2020-01-14 8:08AM,492,79,23,571,108,255,129
1/15/2020,"3,466","14,295",7.26,5,625,178,7,91,"1,763",57,56,-1,57,56,54,2020-01-14 11:08PM,2020-01-15 8:07AM,477,62,18,539,112,270,95
1/16/2020,"3,495","13,409",7.84,8,669,134,8,88,"1,734",56,57,1,56,54,53,2020-01-15 10:52PM,2020-01-16 7:53AM,470,71,20,541,143,216,111
1/17/2020,"3,397","14,188",6.54,4,581,262,6,71,"1,835",57,56,-1,54,53,53,2020-01-16 11:05PM,2020-01-17 7:45AM,462,58,23,520,58,311,93
1/18/2020,"3,354","13,055",6.03,8,548,301,10,53,"1,822",56,54,-2,53,53,53,2020-01-17 10:50PM,2020-01-18 7:39AM,463,65,20,528,124,242,97
1/19/2020,"2,889","9,358",4.32,9,669,182,6,49,"1,225",54,53,-1,53,53,53,2020-01-18 10:51PM,2020-01-19 7:45AM,461,73,20,534,125,236,100
1/20/2020,"2,796","5,146",2.39,9,580,263,0,0,"1,101",53,53,0,53,53,54,2020-01-19 10:25PM,2020-01-20 8:22AM,525,72,20,597,138,243,144
1/21/2020,"3,332","13,136",6.06,7,618,194,1,78,"1,670",53,53,0,53,54,54,2020-01-20 10:57PM,2020-01-21 8:06AM,481,68,23,549,131,242,108
1/22/2020,"3,269","13,249",6.1,5,680,149,23,76,"1,537",53,53,0,54,54,53,2020-01-21 11:05PM,2020-01-22 7:38AM,469,43,24,512,91,266,112
1/23/2020,"3,262","13,065",6.01,5,647,160,3,95,"1,556",53,54,1,54,53,53,2020-01-22 10:41PM,2020-01-23 7:37AM,475,60,25,535,120,240,115
1/24/2020,"3,207","13,262",6.12,6,649,184,2,77,"1,550",54,54,0,53,53,54,2020-01-23 11:22PM,2020-01-24 8:10AM,456,72,21,528,77,293,86
1/25/2020,"3,295","14,548",6.71,3,574,230,3,78,"1,726",54,53,-1,53,54,55,2020-01-25 10:49PM,2020-01-26 7:11AM,451,50,21,501,115,238,98
1/26/2020,"3,071","10,306",4.7,5,677,209,3,50,"1,417",53,53,0,54,55,55,2020-01-25 12:03AM,2020-01-25 9:18AM,495,60,24,555,114,273,108
1/27/2020,"3,342","13,361",6.16,8,617,160,2,83,"1,610",53,54,1,55,55,56,2020-01-26 10:30PM,2020-01-27 8:08AM,512,66,26,578,85,338,89
1/28/2020,"3,014","9,791",4.52,9,652,162,2,61,"1,246",54,55,1,55,56,57,2020-01-27 10:34PM,2020-01-28 7:57AM,490,73,18,563,118,269,103
1/29/2020,"3,266","13,184",6.07,8,684,146,2,89,"1,513",55,55,0,56,57,56,2020-01-28 11:22PM,2020-01-29 8:01AM,442,77,24,519,94,236,112
1/30/2020,"2,553","2,858",1.33,5,735,167,0,0,669,55,56,1,57,56,54,2020-01-29 10:51PM,2020-01-30 7:49AM,504,34,22,538,110,286,108
1/31/2020,"2,996","9,322",4.3,6,722,181,1,49,"1,247",56,57,1,56,54,53,2020-01-31 12:09AM,2020-01-31 8:16AM,424,63,27,487,35,312,77
