Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,RHR,RHR 1 Day,RHR Change,RHR 2 Day,RHR 3 Day,RHR 4 Day,Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
11/19/2018,"2,864","4,757",2.21,7,695,235,0,0,"1,112",60,58,-2,59,60,59,2018-11-18 11:15PM,2018-11-19 7:46AM,460,50,26,510,85,278,97
11/20/2018,"3,668","10,258",4.76,9,568,268,61,35,"2,064",58,59,1,60,59,59,2018-11-19 11:01PM,2018-11-20 7:29AM,423,85,17,508,98,231,94
11/21/2018,"3,451","9,718",4.51,5,629,234,19,49,"1,723",59,60,1,59,59,59,2018-11-20 10:06PM,2018-11-21 6:35AM,420,89,21,509,115,201,104
11/22/2018,"2,893","4,948",2.3,8,695,201,7,3,"1,052",60,59,-1,59,59,60,2018-11-21 9:55PM,2018-11-22 6:50AM,474,60,28,534,99,268,107
11/23/2018,"2,909","5,906",2.74,13,"1,213",227,0,0,"1,167",59,59,0,59,60,60,,,,,,,,,
11/24/2018,"3,258","6,391",2.97,8,556,285,28,8,"1,619",59,59,0,60,60,59,2018-11-23 10:29PM,2018-11-24 7:52AM,493,70,19,563,133,235,125
11/25/2018,"3,085","5,472",2.54,5,614,253,8,2,"1,312",59,60,1,60,59,58,2018-11-24 10:20PM,2018-11-25 7:43AM,517,46,24,563,124,259,134
11/26/2018,"3,338","7,353",3.41,6,610,247,41,14,"1,652",60,60,0,59,58,60,2018-11-25 10:39PM,2018-11-26 7:27AM,421,107,25,528,102,216,103
11/27/2018,"2,830","4,682",2.17,13,855,227,0,0,"1,072",60,59,-1,58,60,60,2018-11-27 1:36AM,2018-11-27 7:34AM,316,42,20,358,21,267,28
11/28/2018,"3,004","4,904",2.28,9,596,242,14,6,"1,276",59,58,-1,60,60,60,2018-11-27 9:57PM,2018-11-28 7:39AM,512,70,16,582,94,300,118
11/29/2018,"3,001","5,335",2.48,12,715,217,8,5,"1,184",58,60,2,60,60,59,2018-11-28 11:40PM,2018-11-29 7:55AM,427,68,21,495,92,242,93
11/30/2018,"3,281","7,218",3.35,6,662,270,33,4,"1,588",60,60,0,60,59,58,2018-11-29 11:03PM,2018-11-30 6:54AM,389,82,22,471,84,216,89
12/1/2018,"2,934","6,507",3.02,10,715,231,16,0,"1,221",60,60,0,59,58,58,2018-11-30 11:09PM,2018-12-01 7:07AM,426,52,19,478,67,318,41
12/2/2018,"3,204","8,916",4.14,6,742,202,42,23,"1,502",60,59,-1,58,58,58,2018-12-02 10:32PM,2018-12-03 7:58AM,497,69,27,566,57,316,124
12/3/2018,"2,823","4,362",2.02,7,645,229,0,0,"1,078",59,58,-1,58,58,57,2018-12-02 12:12AM,2018-12-02 7:23AM,389,42,16,431,74,260,55
12/4/2018,"3,290","7,152",3.32,15,686,295,23,13,"1,663",58,58,0,58,57,57,2018-12-04 10:32PM,2018-12-05 7:01AM,469,39,21,508,141,202,126
12/5/2018,"3,198","6,745",3.13,9,652,237,27,16,"1,502",58,58,0,57,57,56,2018-12-04 12:31AM,2018-12-04 7:34AM,377,46,19,423,90,188,99
12/6/2018,"3,112","7,697",3.57,9,695,185,30,31,"1,396",58,57,-1,57,56,55,2018-12-05 11:16PM,2018-12-06 7:35AM,434,65,22,499,103,245,86
12/7/2018,"2,922","5,106",2.37,14,660,248,0,0,"1,160",57,57,0,56,55,55,2018-12-06 10:22PM,2018-12-07 7:15AM,483,49,22,532,122,273,88
12/8/2018,"3,096","6,818",3.16,6,684,256,9,1,"1,382",57,56,-1,55,55,55,2018-12-07 10:47PM,2018-12-08 6:57AM,410,80,27,490,47,265,98
12/9/2018,"2,941","6,164",2.86,7,652,221,11,2,"1,180",56,55,-1,55,55,55,2018-12-08 10:21PM,2018-12-09 7:35AM,486,68,24,554,96,303,87
12/10/2018,"3,464","8,797",4.08,9,647,311,10,18,"1,827",55,55,0,55,55,54,2018-12-09 11:48PM,2018-12-10 7:23AM,390,64,20,454,78,210,102
12/11/2018,"2,910","5,069",2.35,12,627,215,4,8,"1,128",55,55,0,55,54,54,2018-12-10 10:19PM,2018-12-11 8:05AM,525,61,33,586,95,351,79
12/12/2018,"3,387","6,690",3.11,9,694,229,38,51,"1,728",55,55,0,54,54,55,2018-12-12 12:41AM,2018-12-12 7:49AM,398,30,16,428,93,199,106
12/13/2018,"2,807","4,444",2.06,7,779,200,9,11,"1,019",55,54,-1,54,55,54,2018-12-13 12:42AM,2018-12-13 8:03AM,384,57,10,441,87,206,91
12/14/2018,"3,219","7,772",3.61,11,793,250,12,11,"1,500",54,54,0,55,54,54,2018-12-14 12:19AM,2018-12-14 6:34AM,322,52,12,374,83,175,64
12/15/2018,"3,409","6,149",2.85,12,706,270,14,26,"1,707",54,55,1,54,54,55,2018-12-15 1:47AM,2018-12-15 8:52AM,358,66,10,424,59,236,63
12/16/2018,"2,995","6,021",2.79,6,579,217,20,13,"1,285",55,54,-1,54,55,57,2018-12-15 10:09PM,2018-12-16 8:20AM,551,60,25,611,135,302,114
12/17/2018,"3,487","7,816",3.63,15,592,300,41,10,"1,880",54,54,0,55,57,58,2018-12-16 10:51PM,2018-12-17 7:08AM,431,66,20,497,136,223,72
12/18/2018,"3,309","7,282",3.38,10,720,304,12,16,"1,663",54,55,1,57,58,,2018-12-18 10:51PM,2018-12-19 7:57AM,494,52,17,546,162,217,115
12/19/2018,"3,282","7,270",3.37,8,557,308,20,9,"1,615",55,57,2,58,,,2018-12-18 12:37AM,2018-12-18 7:05AM,345,43,20,388,94,138,113
12/20/2018,"3,195","6,070",2.82,8,670,253,25,16,"1,501",57,58,1,,,,2018-12-20 10:37PM,2018-12-21 6:30AM,388,85,21,473,52,282,54
12/21/2018,"2,776","4,176",1.94,3,620,189,7,1,959,58,,,,,,2018-12-20 12:16AM,2018-12-20 8:12AM,396,80,21,476,60,229,107
12/22/2018,"1,953",,,,,,,,,,,,,,,,,,,,,,,
12/23/2018,"1,951",,,,,,,,,,,,,,58,,,,,,,,,
12/24/2018,"1,958",,,,,,,,,,,,,58,57,,,,,,,,,
12/25/2018,"1,950",,,,,,,,,,,,58,57,58,,,,,,,,,
12/26/2018,"1,950",,,,,,,,,,58,,57,58,59,,,,,,,,,
12/27/2018,"3,152","5,259",2.44,12,"1,196",173,55,16,"1,390",58,57,-1,58,59,59,,,,,,,,,
12/28/2018,"3,800","9,285",4.31,11,589,242,69,60,"2,232",57,58,1,59,59,61,2018-12-27 11:31PM,2018-12-28 7:31AM,444,36,21,480,112,231,101
12/29/2018,"3,067","5,179",2.4,7,652,250,9,1,"1,265",58,59,1,59,61,61,2018-12-28 10:00PM,2018-12-29 6:49AM,459,69,30,528,106,255,98
12/30/2018,"3,660","8,437",3.92,18,552,300,68,12,"2,079",59,59,0,61,61,61,2018-12-29 11:45PM,2018-12-30 8:13AM,442,66,19,508,114,239,89
12/31/2018,"3,420","6,619",3.07,16,624,222,65,27,"1,713",59,61,2,61,61,62,2018-12-30 11:22PM,2018-12-31 7:44AM,437,65,23,502,96,226,115
1/1/2019,"4,483","13,195",6.12,33,370,277,164,64,"3,082",61,61,0,61,62,62,2018-12-31 10:41PM,2019-01-01 8:06AM,476,89,27,565,137,226,113
1/2/2019,"3,696","10,305",4.78,7,580,230,76,34,"2,010",61,61,0,62,62,62,2019-01-01 10:50PM,2019-01-02 7:31AM,451,69,21,520,89,273,89
1/3/2019,"3,745","9,323",4.33,2,534,357,53,17,"2,209",61,62,1,62,62,61,2019-01-02 10:33PM,2019-01-03 6:32AM,427,52,21,479,96,246,85
1/4/2019,"3,992","11,617",5.39,2,523,338,65,37,"2,532",62,62,0,62,61,61,2019-01-03 10:33PM,2019-01-04 6:31AM,406,71,17,477,112,174,120
1/5/2019,"3,323","6,714",3.12,2,537,345,11,2,"1,730",62,62,0,61,61,62,2019-01-04 9:56PM,2019-01-05 7:01AM,465,80,20,545,81,313,71
1/6/2019,"2,724","3,926",1.82,0,938,192,8,1,954,62,61,-1,61,62,63,2019-01-05 11:33PM,2019-01-06 4:35AM,273,28,10,301,67,142,64
1/7/2019,"4,572","14,758",6.85,3,473,351,85,85,"3,180",61,61,0,62,63,62,2019-01-06 11:07PM,2019-01-07 6:33AM,408,38,20,446,87,223,98
1/8/2019,"4,235","14,534",6.79,3,494,290,84,71,"2,728",61,62,1,63,62,61,2019-01-07 10:12PM,2019-01-08 6:34AM,435,66,21,501,40,302,93
1/9/2019,"4,126","13,858",6.43,3,474,360,34,65,"2,678",62,63,1,62,61,59,2019-01-08 10:23PM,2019-01-09 6:51AM,451,56,23,507,122,211,118
1/10/2019,"3,694","10,398",4.83,3,605,262,31,54,"2,086",63,62,-1,61,59,57,2019-01-09 10:23PM,2019-01-10 6:31AM,436,52,14,488,114,203,119
1/11/2019,"3,278","8,236",3.82,4,685,245,19,24,"1,598",62,61,-1,59,57,57,2019-01-10 10:31PM,2019-01-11 6:18AM,420,47,18,467,113,240,67
1/12/2019,"2,960","4,486",2.08,2,660,216,16,13,"1,255",61,59,-2,57,57,57,2019-01-11 11:12PM,2019-01-12 8:07AM,495,40,23,535,144,214,137
1/13/2019,"2,936","5,828",2.71,0,586,186,38,18,"1,232",59,57,-2,57,57,59,2019-01-12 9:32PM,2019-01-13 7:45AM,514,98,24,612,146,309,59
1/14/2019,"3,385","7,305",3.39,1,577,274,12,31,"1,732",57,57,0,57,59,58,2019-01-13 9:43PM,2019-01-14 6:49AM,472,74,20,546,112,283,77
1/15/2019,"3,440","7,573",3.52,2,605,241,33,50,"1,810",57,57,0,59,58,57,2019-01-14 9:56PM,2019-01-15 6:27AM,465,46,24,511,126,236,103
1/16/2019,"3,485","7,551",3.5,1,589,228,44,45,"1,837",57,59,2,58,57,56,2019-01-15 9:28PM,2019-01-16 6:22AM,462,72,23,534,103,257,102
1/17/2019,"3,789","9,041",4.2,3,455,329,60,42,"2,295",59,58,-1,57,56,55,2019-01-16 9:39PM,2019-01-17 6:53AM,462,92,27,554,115,236,111
1/18/2019,"3,654","10,055",4.67,7,505,280,53,54,"2,111",58,57,-1,56,55,56,2019-01-17 9:44PM,2019-01-18 6:52AM,473,75,24,548,71,297,105
1/19/2019,"3,386","5,621",2.61,9,629,235,35,35,"1,678",57,56,-1,55,56,56,2019-01-18 11:06PM,2019-01-19 7:32AM,448,58,20,506,123,238,87
1/20/2019,"3,222","7,700",3.57,4,669,232,36,20,"1,574",56,55,-1,56,56,57,2019-01-19 9:52PM,2019-01-20 8:10AM,415,203,24,618,39,307,69
1/21/2019,"3,871","8,470",3.93,4,500,249,74,71,"2,324",55,56,1,56,57,57,2019-01-20 10:09PM,2019-01-21 7:15AM,500,46,20,546,148,273,79
1/22/2019,"3,893","8,864",4.11,7,533,272,75,53,"2,356",56,56,0,57,57,56,2019-01-21 10:05PM,2019-01-22 6:33AM,443,64,27,507,85,246,112
1/23/2019,"3,498","8,904",4.13,0,571,302,13,40,"1,895",56,57,1,57,56,58,2019-01-22 9:52PM,2019-01-23 6:26AM,462,52,18,514,79,278,105
1/24/2019,"3,379","7,687",3.57,3,605,319,9,10,"1,724",57,57,0,56,58,59,2019-01-23 10:10PM,2019-01-24 6:28AM,453,44,22,497,135,225,93
1/25/2019,"3,508","8,542",3.96,5,641,227,31,52,"1,852",57,56,-1,58,59,57,2019-01-24 10:05PM,2019-01-25 6:14AM,436,53,19,489,97,235,104
1/26/2019,"3,486","8,416",3.91,1,599,265,12,35,"1,809",56,58,2,59,57,58,2019-01-25 9:51PM,2019-01-26 6:40AM,456,73,21,529,133,235,88
1/27/2019,"2,843","4,485",2.08,2,691,145,19,28,"1,064",58,59,1,57,58,58,2019-01-26 10:19PM,2019-01-27 7:36AM,501,56,19,557,141,209,151
1/28/2019,"4,024","10,642",4.94,1,536,258,73,83,"2,504",59,57,-2,58,58,57,2019-01-27 9:57PM,2019-01-28 6:08AM,445,45,15,490,145,226,74
1/29/2019,"4,062","10,212",4.74,0,532,262,65,86,"2,527",57,58,1,58,57,58,2019-01-28 10:10PM,2019-01-29 6:26AM,435,60,18,495,106,234,95
1/30/2019,"3,648","9,097",4.22,3,586,257,32,60,"2,034",58,58,0,57,58,58,2019-01-29 9:51PM,2019-01-30 6:16AM,463,42,25,505,164,220,79
1/31/2019,"3,866","10,635",4.94,0,540,299,52,52,"2,327",58,57,-1,58,58,57,2019-01-30 10:12PM,2019-01-31 6:29AM,437,60,19,497,92,272,73
2/1/2019,"3,721","9,331",4.33,3,642,196,47,81,"2,075",57,58,1,58,57,57,2019-01-31 10:16PM,2019-02-01 6:10AM,431,43,22,474,91,272,68
2/2/2019,"2,618","3,213",1.49,2,738,142,9,3,754,58,58,0,57,57,56,2019-02-01 9:35PM,2019-02-02 6:43AM,484,64,18,548,124,258,102
2/3/2019,"2,716","4,019",1.87,3,856,169,20,13,954,58,57,-1,57,56,58,2019-02-02 9:48PM,2019-02-03 4:10AM,340,42,19,382,78,238,24
2/4/2019,"4,127","9,199",4.27,2,532,226,75,103,"2,607",57,57,0,56,58,58,2019-02-03 10:11PM,2019-02-04 6:35AM,431,73,17,504,91,259,81
2/5/2019,"4,040","9,264",4.29,3,457,324,43,52,"2,499",57,56,-1,58,58,58,2019-02-04 8:48PM,2019-02-05 6:12AM,510,54,20,564,132,263,115
2/6/2019,"3,416","6,980",3.22,4,694,210,47,37,"1,719",56,58,2,58,58,58,2019-02-05 10:48PM,2019-02-06 6:21AM,409,43,21,452,74,234,101
2/7/2019,"3,901","8,444",3.91,1,563,278,52,62,"2,335",58,58,0,58,58,58,2019-02-06 10:07PM,2019-02-07 6:13AM,427,58,19,485,129,207,91
2/8/2019,"3,125","6,129",2.84,5,682,193,41,25,"1,413",58,58,0,58,58,59,2019-02-07 10:03PM,2019-02-08 6:22AM,442,57,16,499,101,216,125
2/9/2019,"2,771","5,051",2.34,0,719,228,0,0,"1,036",58,58,0,58,59,59,2019-02-08 9:23PM,2019-02-09 5:36AM,436,57,18,493,89,253,94
2/10/2019,"2,991","4,589",2.12,4,651,210,12,15,"1,257",58,58,0,59,59,60,2019-02-09 9:54PM,2019-02-10 7:06AM,485,67,24,552,131,229,125
2/11/2019,"4,212","11,428",5.3,3,484,297,94,75,"2,772",58,59,1,59,60,58,2019-02-10 9:55PM,2019-02-11 6:05AM,430,60,17,490,78,287,65
2/12/2019,"3,875","7,639",3.55,1,607,259,77,51,"2,236",59,59,0,60,58,57,2019-02-11 9:58PM,2019-02-12 6:09AM,376,115,16,491,86,117,89
2/13/2019,"2,845","4,630",2.15,15,766,177,26,3,"1,031",59,60,1,58,57,58,2019-02-12 11:37PM,2019-02-13 7:48AM,440,51,5,491,,,
2/14/2019,"2,767","4,633",2.15,7,672,213,10,7,"1,026",60,58,-2,57,58,59,2019-02-13 10:25PM,2019-02-14 5:05AM,331,69,22,400,83,185,63
2/15/2019,"2,930","4,097",1.9,11,899,197,24,6,"1,129",58,57,-1,58,59,59,2019-02-14 9:50PM,2019-02-15 6:50AM,347,198,6,545,,,
2/16/2019,"3,779","8,501",3.91,0,607,198,59,79,"2,173",57,58,1,59,59,60,2019-02-15 10:15PM,2019-02-16 6:32AM,460,37,21,497,176,147,137
2/17/2019,"2,957","4,530",1.97,1,698,149,16,40,"1,176",58,59,1,59,60,58,2019-02-16 9:59PM,2019-02-17 6:56AM,482,55,26,537,143,201,138
2/18/2019,"2,931","5,157",2.37,0,676,217,8,22,"1,227",59,59,0,60,58,59,2019-02-17 9:54PM,2019-02-18 6:31AM,462,55,18,517,156,202,104
2/19/2019,"3,655","9,198",4.27,3,550,333,35,11,"2,076",59,60,1,58,59,57,2019-02-18 9:42PM,2019-02-19 6:13AM,463,48,22,511,120,234,109
2/20/2019,"3,390","10,874",5.05,4,676,286,14,30,"1,758",60,58,-2,59,57,58,2019-02-19 9:34PM,2019-02-20 4:49AM,407,27,20,434,144,169,94
2/21/2019,"2,876","5,849",2.81,1,634,252,0,0,"1,140",58,59,1,57,58,58,2019-02-20 9:57PM,2019-02-21 7:11AM,486,68,19,554,152,217,117
2/22/2019,"3,385","10,731",5.06,3,582,274,6,53,"1,748",59,57,-2,58,58,58,2019-02-21 10:03PM,2019-02-22 6:49AM,484,41,27,525,78,278,128
2/23/2019,"3,233","8,148",3.84,0,593,264,11,30,"1,567",57,58,1,58,58,59,2019-02-22 10:16PM,2019-02-23 7:18AM,486,56,24,542,121,271,94
2/24/2019,"2,824","4,603",2.13,0,663,232,9,3,"1,098",58,58,0,58,59,60,2019-02-23 10:05PM,2019-02-24 6:58AM,457,76,25,533,88,268,101
2/25/2019,"3,370","8,958",4.16,1,580,327,18,9,"1,763",58,58,0,59,60,61,2019-02-24 9:43PM,2019-02-25 6:09AM,458,48,19,506,108,245,105
2/26/2019,"3,312","9,377",4.39,4,666,246,5,36,"1,590",58,59,1,60,61,60,2019-02-25 10:15PM,2019-02-26 6:22AM,431,56,25,487,75,250,106
2/27/2019,"3,906","13,398",6.3,10,523,288,52,62,"2,358",59,60,1,61,60,60,2019-02-26 9:44PM,2019-02-27 6:19AM,452,63,21,515,70,270,112
2/28/2019,"3,507","11,192",5.3,2,690,254,15,49,"1,842",60,61,1,60,60,59,2019-02-27 11:10PM,2019-02-28 6:22AM,367,65,18,432,62,191,114
3/1/2019,"3,489","11,853",5.72,12,646,236,7,41,"1,769",61,60,-1,60,59,57,2019-02-28 9:39PM,2019-03-01 6:09AM,454,56,25,510,96,234,124
3/2/2019,"3,399","11,981",5.96,18,605,222,6,53,"1,694",60,60,0,59,57,57,2019-03-01 9:44PM,2019-03-02 6:58AM,488,66,22,554,142,229,117
3/3/2019,"2,858","6,696",3.11,0,687,264,0,0,"1,179",60,59,-1,57,57,58,2019-03-02 10:36PM,2019-03-03 6:45AM,441,48,21,489,123,211,107
3/4/2019,"3,437","9,972",4.63,2,586,310,31,28,"1,905",59,57,-2,57,58,58,2019-03-03 10:29PM,2019-03-04 6:34AM,422,63,26,485,93,258,71
3/5/2019,"3,923","13,499",6.49,2,552,285,28,72,"2,370",57,57,0,58,58,57,2019-03-04 9:52PM,2019-03-05 6:16AM,460,43,22,503,107,265,88
3/6/2019,"3,107","7,012",3.25,6,572,310,8,3,"1,463",57,58,1,58,57,58,2019-03-05 9:47PM,2019-03-06 6:55AM,470,77,18,547,92,285,93
3/7/2019,"3,085","7,188",3.34,2,633,279,13,5,"1,402",58,58,0,57,58,58,2019-03-06 9:59PM,2019-03-07 6:29AM,453,57,25,510,74,270,109
3/8/2019,"3,390","11,152",5.44,3,660,211,4,50,"1,695",58,57,-1,58,58,58,2019-03-07 10:01PM,2019-03-08 6:36AM,462,53,20,515,127,226,109
3/9/2019,"3,690","13,946",6.64,5,658,167,25,90,"2,015",57,58,1,58,58,59,2019-03-08 10:15PM,2019-03-09 6:35AM,437,63,23,500,129,185,123
3/10/2019,"2,736","5,963",2.77,3,736,177,8,26,"1,000",58,58,0,58,59,59,2019-03-09 10:03PM,2019-03-10 7:16AM,460,33,18,493,122,249,89
3/11/2019,"3,880","16,516",7.88,8,680,188,38,96,"2,275",58,58,0,59,59,59,2019-03-11 1:16AM,2019-03-11 8:34AM,375,63,27,438,50,246,79
3/12/2019,"3,667","11,033",5.21,2,544,244,19,67,"2,066",58,59,1,59,59,59,2019-03-11 10:32PM,2019-03-12 7:58AM,499,67,28,566,106,260,133
3/13/2019,"4,025","12,445",5.9,8,546,185,66,87,"2,427",59,59,0,59,59,59,2019-03-12 10:13PM,2019-03-13 7:29AM,488,68,18,556,80,304,104
3/14/2019,"3,456","9,083",4.13,8,746,207,41,58,"1,803",59,59,0,59,59,59,2019-03-14 12:52AM,2019-03-14 7:21AM,360,28,20,388,119,159,82
3/15/2019,"3,809","13,895",6.68,21,619,216,21,100,"2,212",59,59,0,59,59,58,2019-03-14 11:13PM,2019-03-15 7:17AM,436,48,24,484,111,257,68
3/16/2019,"4,025","13,664",6.43,20,600,193,23,119,"2,432",59,59,0,59,58,57,2019-03-15 10:01PM,2019-03-16 6:26AM,452,53,23,505,126,235,91
3/17/2019,"2,940","7,135",3.31,2,653,257,3,14,"1,251",59,59,0,58,57,56,2019-03-16 9:55PM,2019-03-17 6:29AM,465,48,32,513,86,263,116
3/18/2019,"4,078","13,325",6.08,4,515,306,52,73,"2,586",59,58,-1,57,56,56,2019-03-17 9:37PM,2019-03-18 5:51AM,446,48,19,494,108,280,58
3/19/2019,"3,369","11,819",5.49,20,579,243,33,38,"1,729",58,57,-1,56,56,56,2019-03-18 9:37PM,2019-03-19 6:44AM,473,74,19,547,109,252,112
3/20/2019,"3,321","8,067",3.74,1,566,338,15,3,"1,719",57,56,-1,56,56,56,2019-03-19 9:41PM,2019-03-20 6:19AM,439,79,17,518,72,257,110
3/21/2019,"3,270","7,677",3.56,1,591,302,12,11,"1,603",56,56,0,56,56,55,2019-03-20 9:49PM,2019-03-21 6:34AM,463,61,22,524,133,205,125
3/22/2019,"3,493","10,298",4.78,6,511,220,48,42,"1,833",56,56,0,56,55,55,2019-03-21 9:49PM,2019-03-22 6:37AM,450,78,12,528,96,237,117
3/23/2019,"3,553","12,996",6.15,20,664,205,28,58,"1,763",56,56,0,55,55,57,2019-03-22 11:27PM,2019-03-23 7:32AM,435,50,31,485,87,273,75
3/24/2019,"2,913","6,927",3.22,3,651,211,12,9,"1,176",56,55,-1,55,57,58,2019-03-23 9:37PM,2019-03-24 6:54AM,489,68,30,557,99,313,77
3/25/2019,"3,768","10,896",5.06,3,508,275,86,33,"2,232",55,55,0,57,58,59,2019-03-24 9:37PM,2019-03-25 6:35AM,480,58,21,538,116,263,101
3/26/2019,"4,026","14,394",6.94,5,479,289,34,74,"2,469",55,57,2,58,59,58,2019-03-25 10:01PM,2019-03-26 7:25AM,447,117,19,564,117,239,91
3/27/2019,"3,344","9,474",4.4,2,579,314,15,20,"1,777",57,58,1,59,58,58,2019-03-26 10:10PM,2019-03-27 6:42AM,452,60,22,512,140,218,94
3/28/2019,"4,414","16,752",8.01,7,483,333,40,86,"2,974",58,59,1,58,58,57,2019-03-27 9:57PM,2019-03-28 6:15AM,446,52,26,498,118,194,134
3/29/2019,"3,454","10,364",4.81,56,633,288,16,18,"1,764",59,58,-1,58,57,57,2019-03-28 10:06PM,2019-03-29 6:11AM,433,52,21,485,120,237,76
3/30/2019,"3,033","8,161",3.79,3,663,253,11,15,"1,350",58,58,0,57,57,57,2019-03-29 10:44PM,2019-03-30 7:02AM,443,55,23,498,103,233,107
3/31/2019,"2,733","4,572",2.12,18,675,165,24,1,951,58,57,-1,57,57,58,2019-03-30 10:31PM,2019-03-31 8:07AM,503,72,26,575,135,282,86
4/1/2019,"3,883","11,490",5.33,5,484,319,59,38,"2,396",57,57,0,57,58,58,2019-03-31 9:21PM,2019-04-01 6:21AM,480,60,19,540,152,219,109
4/2/2019,"3,944","12,938",6.01,5,510,302,55,67,"2,463",57,57,0,58,58,59,2019-04-01 9:47PM,2019-04-02 6:14AM,465,41,30,506,80,268,117
4/3/2019,"4,245","14,185",6.96,2,429,283,49,93,"2,751",57,58,1,58,59,58,2019-04-02 9:21PM,2019-04-03 7:07AM,525,61,28,586,126,315,84
4/4/2019,"3,504","11,525",5.35,11,613,266,30,41,"1,885",58,58,0,59,58,58,2019-04-03 10:05PM,2019-04-04 6:16AM,447,43,25,490,143,190,114
4/5/2019,"3,483","12,758",5.92,6,665,257,4,51,"1,820",58,59,1,58,58,58,2019-04-04 10:33PM,2019-04-05 6:16AM,424,39,19,463,88,226,110
4/6/2019,"2,683","5,849",2.81,3,720,180,2,17,923,59,58,-1,58,58,58,2019-04-05 11:07PM,2019-04-06 7:48AM,471,50,28,521,101,241,129
4/7/2019,"3,665","17,104",7.25,11,699,204,23,106,"2,098",58,58,0,58,58,58,2019-04-06 11:52PM,2019-04-07 6:40AM,365,43,14,408,105,169,91
4/8/2019,"3,555","12,115",5.56,6,559,296,20,51,"1,972",58,58,0,58,58,58,2019-04-07 9:46PM,2019-04-08 6:21AM,463,51,25,514,134,249,80
4/9/2019,"3,679","13,122",6.11,32,569,272,23,71,"2,097",58,58,0,58,58,59,2019-04-08 9:53PM,2019-04-09 6:19AM,444,61,21,505,96,255,93
4/10/2019,"3,591","12,087",5.51,23,585,283,13,54,"1,986",58,58,0,58,59,59,2019-04-09 9:55PM,2019-04-10 6:20AM,465,40,22,505,97,272,96
4/11/2019,"3,342","10,603",4.6,12,647,233,21,39,"1,688",58,58,0,59,59,58,2019-04-10 10:04PM,2019-04-11 6:24AM,441,59,23,500,93,224,124
4/12/2019,"3,419","12,867",5.94,6,702,206,16,55,"1,735",58,59,1,59,58,59,2019-04-11 10:23PM,2019-04-12 6:04AM,417,44,30,461,52,276,89
4/13/2019,"4,293","20,094",9.65,12,476,255,28,117,"2,775",59,59,0,58,59,59,2019-04-12 9:33PM,2019-04-13 6:57AM,516,48,30,564,112,283,121
4/14/2019,"3,437","12,427",5.51,13,563,238,8,70,"1,840",59,58,-1,59,59,58,2019-04-13 9:56PM,2019-04-14 7:17AM,480,81,24,561,96,265,119
4/15/2019,"4,288","18,146",8.58,9,563,271,24,110,"2,745",58,59,1,59,58,58,2019-04-14 9:51PM,2019-04-15 5:43AM,424,48,21,472,32,292,100
4/16/2019,"4,505","20,424",9.67,14,511,313,22,115,"3,025",59,59,0,58,58,58,2019-04-15 9:34PM,2019-04-16 5:34AM,418,61,19,479,123,189,106
4/17/2019,"3,953","16,122",7.26,28,485,352,30,59,"2,493",59,58,-1,58,58,59,2019-04-16 9:43PM,2019-04-17 6:17AM,454,60,23,514,113,200,141
4/18/2019,"4,302","17,285",8.09,10,532,375,13,63,"2,833",58,58,0,58,59,57,2019-04-17 9:58PM,2019-04-18 5:35AM,412,45,16,457,151,180,81
4/19/2019,"3,172","8,934",4.15,24,654,257,3,12,"1,402",58,58,0,59,57,56,2019-04-18 10:11PM,2019-04-19 6:45AM,462,52,25,514,114,234,114
4/20/2019,"3,934","18,015",8.36,44,536,231,43,92,"2,339",58,59,1,57,56,57,2019-04-19 10:56PM,2019-04-20 7:55AM,457,81,29,538,82,276,99
4/21/2019,"3,374","11,851",5.21,28,624,246,14,56,"1,688",59,57,-2,56,57,57,2019-04-20 10:57PM,2019-04-21 7:18AM,446,54,20,500,124,202,120
4/22/2019,"3,825","13,314",5.96,3,423,344,35,47,"2,338",57,56,-1,57,57,56,2019-04-21 9:35PM,2019-04-22 7:26AM,502,89,19,591,124,258,120
4/23/2019,"4,018","11,568",5.37,3,496,325,51,62,"2,524",56,57,1,57,56,55,2019-04-22 9:57PM,2019-04-23 6:24AM,438,68,21,506,85,223,130
4/24/2019,"4,171","15,518",7.12,10,493,315,43,80,"2,728",57,57,0,56,55,54,2019-04-23 9:46PM,2019-04-24 6:15AM,454,55,23,509,129,229,96
4/25/2019,"4,151","16,953",7.8,9,511,251,29,126,"2,702",57,56,-1,55,54,55,2019-04-24 9:55PM,2019-04-25 6:38AM,467,56,24,523,120,245,102
4/26/2019,"4,214","15,284",7.07,14,457,296,67,100,"2,810",56,55,-1,54,55,55,2019-04-25 9:55PM,2019-04-26 6:35AM,447,73,29,520,100,238,109
4/27/2019,"3,265","10,054",4.58,27,693,215,14,38,"1,551",55,54,-1,55,55,55,2019-04-26 10:48PM,2019-04-27 6:48AM,445,35,24,480,64,284,97
4/28/2019,"2,764","8,053",3.74,19,718,157,11,22,"1,021",54,55,1,55,55,55,2019-04-27 10:02PM,2019-04-28 6:54AM,476,56,29,532,119,265,92
4/29/2019,"3,439","11,018",5.28,5,527,152,19,74,"1,710",55,55,0,55,55,55,2019-04-28 9:51PM,2019-04-29 6:31AM,475,45,27,520,115,299,61
